player_id,name,new_id,own_goals,yellow_cards,yellow_red_cards,red_cards,minutes_played,penalty_goals,minutes_per_goal,matches,goals,assists,to_nil,conceded_goals
810093,Ayman Kari,178380d8,0,4,0,0,5741,0,3109.5,86,4,7,0,0
810096,Ismaël Gharbi,e68ed5be,0,14,0,1,6623,5,136404761905673.0,102,41,20,0,0
810100,Taylan Bulut,9033d0db,1,4,0,0,6643,4,1221.0,91,9,10,0,0
810108,Paul Hennrich,4ed54f45,0,7,0,1,3980,1,862.15,59,22,19,0,0
810188,David Okagbue,19bb4f3a,2,16,1,1,9330,0,3851.0,115,3,1,0,0
810204,Hugo Schmidt,2989bf1d,0,4,0,0,1814,2,57833333333333.0,24,3,3,0,0
810285,Mateo Biondic,7c15e326,0,2,1,0,4186,0,98971428572059.75,70,27,5,0,0
810287,Nico Willeke,1a5570af,0,0,0,0,3510,0,0.0,39,0,0,9,54
810293,Kevin Krumme,4968116f,0,7,0,0,4551,0,37166666668287.0,59,5,0,0,0
810300,Salmin Rebronja,080d1ebb,0,3,0,0,1324,0,0.0,36,0,0,0,0
810304,Joel Vega Zambrano,004263d8,0,2,0,0,4030,0,30042857143750.7,63,20,1,0,0
810331,Waiss Ezami,845d10a2,0,3,0,0,3247,0,33233333333803.25,53,9,5,0,0
810355,Jannik Zahmel,7e1f342e,0,11,0,0,3793,0,842.9,58,20,10,0,0
810411,Pablo Pagis,c975a2af,0,7,0,2,6076,1,58333333334270.695,86,22,7,0,0
810484,Jimiel Chikukwa,177b8d84,0,0,0,0,2,0,0.0,2,0,0,0,0
810503,In-gyom Jung,3a73bcc7,0,4,0,0,2360,0,25233333333942.5,57,7,7,0,0
810541,Oliver Coker,8ff4d010,0,3,0,0,2095,0,32416666666667.0,37,6,4,0,0
810669,Seok-ju Hong,d2c4272a,0,4,0,0,3409,0,54666666667891.5,70,11,5,0,0
810672,Joel Vieting,6130e1de,0,7,0,0,3564,0,36066666667606.5,62,9,3,0,0
810789,Lisandru Olmeta,9c3d1481,0,5,0,0,3379,0,0.0,38,0,0,14,37
810828,Julius Bugenhagen,3aff0420,0,11,1,0,4684,0,68433333333573.0,61,4,6,0,0
810833,Arda Süne,4c690d0f,0,12,0,1,3894,0,19766666667490.75,63,13,8,0,0
810895,Eliesse Ben Seghir,1a0eae4f,0,4,0,1,3796,1,19433333334725.75,72,17,9,0,0
810910,Sandro Bertolucci,96db2331,0,1,0,0,980,2,241.25,14,8,1,0,0
811242,Bruno Verrengia,6211b438,0,8,0,0,4169,0,1302.0,67,1,1,0,0
811279,Philipp Breit,55b03a48,2,5,0,0,3107,0,921.5,48,3,0,0,0
811287,Finley Craske,081a4df7,0,0,0,0,1134,0,0.0,23,0,0,0,0
811292,Sonny Cox,6c932f2d,0,0,0,0,4781,0,1278.8,90,14,7,0,0
811354,Cian Coleman,b4d73f65,0,15,0,0,6022,0,2852.0,85,6,11,0,0
811432,Alexandre Parsemain,1bcddf9a,0,5,0,0,3310,3,14418181818724.5,52,23,0,0,0
811473,George Gitau,35d5ff38,1,16,0,1,6345,0,1968.0,81,6,6,0,0
811779,Alejandro Garnacho,6b6aff7d,0,13,1,0,9248,3,83200000002961.5,162,46,22,0,0
812397,Emre Tezgel,9a245a6e,0,10,0,0,6448,9,66833333334613.8,97,42,10,0,0
812398,Jack Griffiths,6b7a5390,0,7,0,0,6419,0,57566666668124.4,87,18,7,0,0
812399,Justin Iwobi,edbbb406,0,0,0,0,553,0,553.0,8,1,0,0,0
812654,Rareș Ilie,e9f2ac17,0,11,1,0,7882,1,55533333335990.25,141,19,19,0,0
812683,Tai Sodje,c3fe694b,0,13,0,1,3094,4,100317543860064.0,52,28,6,0,0
812987,Nick Elias Meier,3eba4ab6,0,11,1,0,2399,0,1110.0,42,9,6,0,0
812996,Samson Tovide,ac92bb63,0,17,0,3,3717,0,1340.75,71,9,6,0,0
813011,Gabriele Giacchino,bdf277c8,0,22,1,1,10526,0,30533333335332.0,151,17,1,0,0
813057,Lorenzo Busato,c5f8251d,0,6,0,0,5206,2,2664.0,68,7,3,0,0
813132,Alessandro Mirimich,b2f079e1,0,0,0,0,870,0,567.0,20,1,0,0,0
813134,Cristian Padula,11166ce2,0,10,0,0,3421,1,62666666668149.0,76,21,4,0,0
813136,Giulio Pandimiglio,8054ce63,0,4,0,0,1565,0,1201.0,37,2,1,0,0
813137,Niccolò Pisilli,25258c0e,0,13,0,0,9778,1,61208080809742.0,139,39,20,0,0
813138,Mattia Ruggiero,b9094195,0,1,0,0,1476,0,534.0,51,1,3,0,0
813139,Kane Taylor,1aca0dcf,0,8,0,1,5692,0,2005.0,81,11,9,0,0
813195,Flavio Ciuferri,dc385a7d,0,2,0,0,4039,0,951.0,70,10,6,0,0
813196,Gabriele Ferrante,10b984f3,0,1,0,0,1364,0,0.0,25,0,0,0,0
813198,Fabrizio Lilli,0d59b723,0,15,1,1,5944,0,3096.75,93,14,3,0,0
813603,Bamba Susso,7aae6f85,0,13,0,0,6832,2,33166666668045.0,109,25,5,0,0
813750,Iskender Aslan,843e5a4a,0,0,0,0,54,0,0.0,4,0,0,0,0
813961,Patrick Nuamah,f49c8300,0,12,0,1,6293,0,41433333336196.0,82,8,8,0,0
813966,Matteo Bastita,73ccc57e,0,0,0,0,0,0,0.0,0,0,0,0,0
813972,Alex Caddeo,7b3125a4,0,8,0,0,3268,1,679.5,56,4,5,0,0
813973,Michele Carboni,f97347ed,0,8,1,0,6816,6,33371428571995.75,102,18,16,0,0
813974,Lorenzo Cogotti,b33a5b0d,1,11,0,0,3230,0,1913.0,44,3,2,0,0
813975,Matteo Maccioni,68cb70e9,0,14,0,1,4950,0,67033333333333.0,71,3,3,0,0
813983,Michele Bordiga,a4b644c1,0,3,0,0,3140,0,1361.0,48,2,2,0,0
813984,Mattia Invernizzi,21be64e3,0,5,1,0,4363,0,3523.0,90,4,3,0,0
813988,Vincenzo Lo Giudice,eb3a0265,0,3,0,0,1343,0,681.7,41,10,1,0,0
813990,Nicolas Truosolo,e2740f69,1,13,0,1,5304,0,2732.0,77,4,3,0,0
813996,Daniele Mainardi,148cb5de,0,0,0,0,1032,0,64.0,16,1,0,0,0
814000,Riccardo Fogliata,f005f3cd,0,11,2,0,4750,3,35233333334366.5,74,13,4,0,0
814002,Luca Sonzogni,59de4ca9,0,0,0,0,2899,0,0.0,33,0,0,8,51
814007,Corrado Riviera,543a58e8,0,7,0,0,4915,0,1237.0,89,3,5,0,0
814013,Cosimo Oliveri,60ec0439,0,17,1,0,4169,0,1348.0,66,1,1,0,0
814014,Bruno Cellerino,9b7c787f,0,10,0,0,3547,0,2438.0,55,2,4,0,0
814015,Matteo Colombo,5ac3c62e,1,11,0,1,7945,0,82033333335921.5,105,6,9,0,0
814190,Timo Hildmann,06c2a2e6,0,7,0,0,2906,0,0.0,39,0,0,0,0
814345,Pierpaolo Colarelli,dd36e1f5,0,6,0,0,5312,0,71633333335823.0,73,7,7,0,0
814346,Lorenzo Didio,65fb1a70,0,1,0,0,2011,1,12666666667339.5,41,11,1,0,0
814349,Nicholas Fantoni,1ad5aa20,1,5,0,0,3277,0,0.0,48,0,1,0,0
814350,Emanuele Scipioni,f68dd16c,0,6,0,0,4828,1,2460.2,73,12,4,0,0
814351,Filippo Scipione,9442b47e,1,15,0,0,7048,0,0.0,97,0,2,0,0
814389,Matteo Savarese,755f93e0,0,5,0,0,3059,0,0.0,42,0,2,0,0
814406,Finn Bauens,dffa0f49,0,5,0,0,4759,0,810.0,65,2,1,0,0
814434,Gian Marco Fantoni,772dc86f,0,2,0,1,4601,0,0.0,53,0,0,22,64
814437,Simone Barsi,51cc36f6,1,21,1,1,6609,0,54266666668124.0,97,5,1,0,0
814438,Gabriele Indragoli,b4fa6818,0,5,1,1,6239,0,2767.0,84,6,0,0,0
814445,Lorenzo Ignacchiti,9ca844bb,0,16,0,0,8323,0,39314285715676.75,128,14,10,0,0
814446,Luca Marianucci,3b163d82,1,10,1,0,6401,0,2755.0,82,6,1,0,0
814450,Riccardo Fini,f64e32c8,0,10,0,0,5038,2,1316.2,85,11,5,0,0
814451,Elia Menga,609510ce,0,4,0,0,3748,0,1895.25,84,11,5,0,0
814453,Andrea Sodero,1c5b4537,0,6,0,1,5130,3,44133333334370.6,83,18,16,0,0
814459,Alessandro Spavone,deacb824,0,9,0,1,7286,1,38371428574372.0,109,11,11,0,0
814468,Matteo Polizzi,a6badb1f,0,5,0,1,2680,2,94093.4,58,15,5,0,0
814472,Lorenzo Cordaro,bd775999,0,7,0,2,7210,0,0.0,81,0,0,32,90
814473,Giovanni Daffara,8b923ed6,0,6,0,1,7225,0,0.0,81,0,1,20,105
814475,Lorenzo Blesio,aec3a6e1,0,7,0,0,7347,0,3719.5,88,3,5,0,0
814477,Sebastian Elefante,7cdc7860,1,10,0,1,3728,0,1382.0,62,1,2,0,0
814478,Filippo Nobile,50dac15d,0,5,0,0,5352,0,0.0,66,0,1,0,0
814479,Adam Amansour,7b1681b3,0,19,0,1,7188,0,5603.0,97,4,0,0,0
814481,Leonardo Marangoni,2d916a26,0,7,0,0,3179,0,1937.5,48,4,1,0,0
814482,Alessandro Pellitteri,42778658,0,6,0,0,4655,4,25766666666887.25,69,13,3,0,0
814484,Simone Condello,5d1226dd,0,5,0,1,5508,0,1125.5,95,22,9,0,0
814684,Francis Okoronkwo,ebc56655,0,5,0,0,5446,3,108066666667946.84,79,22,10,0,0
814723,Federico Albisetti,00a2de11,0,7,0,1,2525,0,26716666666667.0,62,6,2,0,0
814812,Maliq Cadogan,a643a2a2,0,4,0,0,3002,0,1034.5,50,8,8,0,0
814948,Till Winkelmann,9451d704,0,10,1,2,5155,1,2181.25,71,19,17,0,0
814949,Lennart Johanns,8435631c,0,1,0,2,1221,0,193.0,24,2,4,0,0
814950,Kofi Amoako,7de78a66,0,12,0,0,5872,1,2340.0,78,3,7,0,0
814976,Martin Adeline,85b703c8,0,20,0,0,5585,0,30666666668978.0,95,12,9,0,0
814979,Louis Tober,4460c2bb,0,3,1,0,3426,0,19228571429235.5,48,11,4,0,0
815030,Jannis Boziaris,8a271510,0,8,0,1,3869,1,107547619048316.4,66,23,14,0,0
815134,Alessandro Boccia,8f9051ff,0,23,0,0,7911,2,39685714286488.1,114,22,14,0,0
815173,Kevin Jendrzej,9050f32a,0,1,0,0,4550,0,0.0,51,0,0,17,64
815237,Tony Reitz,ddcfa2f9,1,11,1,0,5155,3,101500000000531.9,70,19,6,0,0
815322,Felix Keidel,c8d5058b,0,18,1,0,6823,2,2683.2,96,11,6,0,0
815477,Michele Tommasi,8a98d2e2,0,2,0,0,3579,0,0.0,41,0,0,22,27
815479,Raul Alessandro Bura,a492ebdd,1,10,0,2,6216,0,2605.0,78,2,1,0,0
815483,Jacopo Antolini,1665f8e0,0,8,0,0,5599,0,2553.5,81,3,4,0,0
815484,Simone Signorini,e6bd9ef8,1,10,0,0,4624,0,2877.0,66,2,1,0,0
815495,Daniel Matteucci,8add3de2,0,6,1,0,3181,0,1070.0,44,4,2,0,0
815497,Sebastiano Verzini,c92477af,0,4,0,0,1377,0,0.0,41,0,1,0,0
815501,Marco Zuccherato,9ef51a8b,0,10,0,0,4973,0,21066666668045.5,85,7,15,0,0
815505,Mattia Badon,bb3744cd,0,14,0,0,6131,0,3960.4,93,10,3,0,0
815516,Andrea Carossa,64aa16f1,0,0,0,0,110,0,0.0,5,0,0,0,0
815518,Giovanni Franzolin,91003c89,0,7,0,0,4599,0,2728.75,63,6,1,0,0
815523,Nicolas Guizzini,cc790fa4,0,4,0,0,1793,0,0.0,26,0,2,0,0
815529,Nicolò Calabrese,0d22dc32,0,22,0,3,6067,0,4680.5,74,4,3,0,0
815532,Mattia Rigo,1b86bad9,1,3,0,1,5536,6,2700.2,75,8,6,0,0
815536,Edoardo Furini,6607585c,0,7,0,0,3293,0,2257.0,55,2,2,0,0
815539,Nicola Patanè,7c296f68,0,13,0,1,6045,3,1912.5,94,14,9,0,0
815541,Guglielmo Floridia,1dacffd4,0,0,0,0,1434,0,717.0,24,2,2,0,0
815543,Denis Cazzadori,af944fbb,0,7,0,0,7955,0,13733333334303.8,115,35,8,0,0
815546,Francesco Gioielli,445f892b,0,30,0,0,8455,0,985.3,117,14,1,0,0
815548,Giovanni Incorvaia,08b7b00c,0,12,0,0,4372,0,2923.0,54,2,1,0,0
815550,Andrea Bartoccioni,55a1ba50,0,0,0,0,2790,0,0.0,31,0,0,8,39
815551,Claudio Cellamare,9139f99a,0,4,0,1,2725,0,0.0,69,0,3,0,0
815554,Emanuele Elia,00e90bcc,0,15,2,0,4230,0,0.0,64,0,1,0,0
815556,Antonio Gala,00d1f874,0,17,0,1,7278,0,53333333336175.0,116,10,8,0,0
815560,Federico Marrone,1a2ea54b,0,2,0,0,650,0,261.0,20,2,0,0,0
815563,Lapo Nava,4448a2a9,0,3,0,1,6445,0,0.0,73,0,1,22,95
815567,Andrea Mazza,17a8c635,0,7,0,1,6770,0,0.0,75,0,0,8,137
815579,Alessio Colacoci,b12e4973,0,10,0,0,4102,0,1421.0,61,2,4,0,0
815583,Daniele Dell'Acqua,607275d0,0,11,0,0,6590,0,2241.0,91,9,10,0,0
815629,David Savic,7584ebe0,0,4,0,0,5051,0,3540.5,65,4,2,0,0
815637,Erion Avdija,b53c5262,0,11,0,0,4860,0,0.0,54,0,0,11,80
815787,Luigi Caccavo,e990364f,0,12,0,1,7198,1,21733333334176.2,139,27,5,0,0
815798,Leonardo Posadas,6589c27e,0,7,0,0,5347,0,29833333333490.0,71,4,3,0,0
815822,Rijad Smajic,41d32b8c,0,10,1,0,5688,0,4419.0,72,4,0,0,0
815838,Joel Agyekum,53b4d713,0,9,0,0,4260,0,0.0,53,0,2,0,0
815941,Tommaso De Lorenzo,8ce7a2d3,0,0,0,0,1328,0,1238.0,22,1,0,0,0
816004,Luciano Borrelli,d1452864,0,4,0,0,4698,0,0.0,55,0,0,10,94
816006,Baldovino Cimino,d1283b21,0,19,0,0,6362,0,1896.0,84,1,7,0,0
816010,Angelo Sirimarco,791c29c1,0,8,0,0,6334,0,3205.0,83,2,0,0,0
816020,Alessio Maccari,9a5a17d2,0,10,0,0,5006,0,2150.8,76,7,10,0,0
816110,Zoumana Bagbema,2b159c9f,0,4,0,0,2807,5,27916666667296.0,44,10,2,0,0
816124,Noha Lemina,da356c58,0,6,0,0,3728,1,13888888889935.0,65,18,6,0,0
816347,Andrea Bonetto,6b0f8315,1,14,0,0,4334,0,914.0,63,2,0,0,0
816348,Riccardo Lodovici,f073f7a6,1,14,0,0,3691,0,1140.0,50,4,0,0,0
816506,Dylan De Pasquale,3f1fea70,0,7,0,1,3929,0,2754.5,64,6,4,0,0
816513,Manuel Di Palma,5cf1ce6c,0,18,1,2,5288,0,61233333336543.0,86,7,3,0,0
816515,Tom Bloxham,ccf0e114,0,2,1,1,6454,0,1676.0,130,9,6,0,0
816519,Will Sutton,59a52593,1,9,0,1,5599,0,2169.5,66,3,4,0,0
816590,Uche Obiogumu,ae9f5bb3,0,11,2,0,3880,1,685.25,64,21,18,0,0
816679,Dario Daka,83ba94d2,0,13,1,0,6973,5,27466666668154.5,114,24,9,0,0
816685,Maxim Emmerling,f41a2052,0,3,0,0,1905,0,0.0,27,0,0,0,0
816709,Alessandro Provazza,9e21ba18,0,4,0,0,5262,0,97750000000600.0,95,16,7,0,0
816744,Gianluca Ravarelli,9a8c3d4d,0,1,0,0,7278,0,0.0,81,0,0,30,83
816753,Mattia Morello,1bb686bc,0,2,0,1,4375,0,0.0,49,0,0,9,81
816756,Giovanni Bordignon,1d2e3680,0,8,0,0,3146,0,0.0,49,0,3,0,0
816757,Alberto Lattanzio,3946a99b,0,8,0,0,6035,0,667.5,81,3,3,0,0
816764,Giulio Pellizzari,71a38174,0,15,0,0,4672,0,4104.5,72,6,3,0,0
816771,Gianmarco Mesisca,c7489cdc,0,16,0,0,5144,0,2434.0,68,1,0,0,0
816786,Tommaso Clerici,de40c2aa,0,0,1,0,2457,0,386.0,55,3,2,0,0
816789,Mattia Ortelli,27f90829,0,12,1,0,4558,1,2550.5,71,5,1,0,0
816791,Federico Motti,f6788c7f,0,12,0,0,5680,0,2129.5,78,6,6,0,0
816793,Gabriele Menegatti,b105138e,0,9,0,0,4397,0,82566666667054.5,86,5,0,0,0
816795,Stefano Di Pentima,03c82f30,0,13,0,1,4135,0,1024.0,53,2,2,0,0
816861,Alvin Obinna Okoro,3a38adf1,0,18,1,0,5836,3,36024175824544.3,89,34,3,0,0
816897,Lorenzo Podda,a0b58745,0,16,1,1,7496,0,2555.0,105,3,8,0,0
816911,Simone Baldassar,8a153d11,0,9,0,0,4617,0,3854.0,66,4,6,0,0
816958,Leon Baldi,d110cdeb,0,8,0,0,4536,0,2693.5,53,3,1,0,0
816980,Torben Marten,93b02e3d,0,5,1,0,3506,0,0.0,48,0,3,0,0
817001,Filippo Bertolotti,3f2fe19d,0,4,1,0,6054,0,1868.0,98,1,3,0,0
817013,Luca Böggemann,2876ea9c,0,0,0,1,1571,0,0.0,19,0,0,5,34
817021,Filippo Orsi,29685c2a,0,11,3,1,5410,0,2654.0,99,2,2,0,0
817035,Paolo Pisan,a5e4d5fc,1,4,2,1,2702,0,0.0,40,0,0,0,0
817036,Leonardo Piran,d17d0558,0,5,0,0,4681,0,3238.0,75,2,6,0,0
817045,Samuele Regazzetti,3750dcd5,1,17,0,0,10195,1,6364.0,118,4,5,0,0
817071,Matteo Spada,13d48360,0,2,0,0,4323,0,0.0,50,0,0,11,60
817082,Renato Cascella,add0e348,0,5,1,0,3691,0,0.0,51,0,1,0,0
817092,Mattia Pelamatti,ecb6c1f4,0,15,1,2,4999,0,2772.5,118,5,7,0,0
817127,Angelo Panarello,f4cefc83,0,0,0,0,0,0,0.0,0,0,0,0,0
817128,Lorenzo Lo Duca,1dc4c064,0,3,1,0,4397,0,0.0,60,0,3,0,0
817150,Fabio Abiuso,cc85bcc7,0,18,0,1,6582,0,64609523978919.8,117,27,9,0,0
817265,Gabriele Fortin,2c5272b3,0,1,0,0,2711,0,0.0,32,0,0,10,40
817270,Alberto Centis,4d15c93e,0,10,1,1,5067,1,69050000000160.75,80,13,9,0,0
817302,Sergio Barlocco,29889f52,1,6,0,2,5064,0,0.0,58,0,0,22,53
817307,Simone Iob,450a686a,0,3,0,0,7102,0,4046.5,97,6,1,0,0
817316,Tommaso Agostini,17a8b1a9,0,3,0,0,2607,0,622.0,49,1,1,0,0
817326,Alessandro Gobbo,2818c3ce,1,1,0,0,4820,0,870.5,73,4,0,0,0
817327,Alessandro Pasquino,27496351,1,0,0,0,206,0,0.0,3,0,0,0,0
817328,Mattia Catanzaro,40445be6,0,0,0,0,1095,0,1095.0,17,1,0,0,0
817329,Edoardo Cavallini,3b9c04fe,0,11,0,0,5754,0,0.0,103,0,10,0,0
817330,Nicolò Contiliano,3801a1f7,0,21,0,0,7952,0,76366666668712.0,104,5,5,0,0
827670,Edoardo Ciancio,09a9f631,0,1,0,0,470,0,0.0,6,0,0,2,5
827691,Felix Boelter,4e9dd304,0,8,1,1,3585,1,47233333334028.5,52,5,9,0,0
827734,Ange-Yoan Bonny,9d1d3916,0,10,0,0,4823,1,114000000001559.7,110,16,11,0,0
827783,Nikola Jojic,c699bd86,0,4,0,0,8522,6,113639682540885.84,118,44,17,0,0
827997,Ahmed Sanogo,22c3ff4f,0,9,0,1,1924,1,1111.5,60,4,1,0,0
829244,Stjepan Pavisic,9210a493,0,7,0,0,3330,0,367.5,54,2,0,0,0
829249,Justus Götze,03be53bf,0,9,0,1,3634,0,0.0,54,0,9,0,0
829253,Almin Mesanovic,ff934c9b,0,7,0,0,3708,0,382.5,66,4,4,0,0
829275,Nicolas Jörg,66f9975b,0,0,0,0,1067,0,537.0,21,2,2,0,0
829297,Jerik von der Felsen,f539112a,0,2,0,0,2925,0,0.0,33,0,0,8,45
829316,Maurice Krattenmacher,49b30385,0,8,0,0,5416,2,76086956524275.75,93,35,14,0,0
829738,Felix Lautenbacher,c678cc39,0,6,0,0,3330,0,955.4,60,7,0,0,0
829769,Luca Marino,bcde96df,0,6,0,0,5010,1,2627.0,71,9,2,0,0
829771,Tim Hoops,19cdf114,0,8,0,0,5430,0,66766666668462.0,66,4,1,0,0
829820,Yann Sturm,97356201,0,6,0,0,3806,3,67142857143611.25,64,29,9,0,0
829831,Konstantin Heide,8a530b41,1,0,0,0,3868,0,0.0,45,0,0,15,61
829837,Yannis Hör,4fc4acd6,0,8,0,0,3431,0,121.0,48,1,4,0,0
829838,Hennes Behrens,2eb1cf39,0,9,0,1,5653,0,1447.0,68,2,16,0,0
830062,Vincent Schwab,148bbf25,0,5,0,0,1964,0,0.0,24,0,0,0,0
830243,Filippo Alessio,a66dd2a7,0,5,0,0,5273,8,32044444446020.5,86,30,11,0,0
830261,Mathis Oger,d1c7d90a,0,9,0,0,4920,0,56566666666667.0,66,3,1,0,0
830263,Loïc Breton,7a23f3f4,0,2,0,0,3574,0,0.0,42,0,0,0,0
830265,Lohann Doucet,f54d7b2c,0,7,0,1,4955,0,1443.0,82,1,1,0,0
831162,Gino Infantino,0df4998c,0,19,0,0,5218,0,35933333335224.0,100,8,3,0,0
831728,Francesco Parisi,3268c993,1,11,0,0,6070,0,3122.0,90,4,3,0,0
831786,Luca Bonassi,8dea6f1a,0,11,0,0,4213,0,579.25,71,5,3,0,0
831992,Harry Lee,5d797ac6,0,2,0,0,1892,0,0.0,22,0,0,6,38
832356,Ernestas Gudelevicius,1c192cb6,0,19,1,0,4187,0,1080.5,89,8,5,0,0
833203,Harry McHugh,1628f9c9,0,2,0,0,1706,0,1267.0,28,4,2,0,0
833340,Mario González,38311f27,0,8,0,0,2848,0,647.75,60,5,1,0,0
834463,Iker Córdoba,62159a03,0,7,0,1,1048,0,0.0,18,0,1,0,0
834468,Cristo Muñoz,3dfa9954,0,0,0,0,344,0,0.0,11,0,0,0,0
834470,Dani Rodríguez,e3cb7764,0,6,0,0,3261,2,1945.75,60,15,10,0,0
834474,Joan Anaya,02120aa0,0,0,0,0,425,0,0.0,11,0,0,0,0
834483,Álex Padilla,71894415,0,4,0,0,5490,0,0.0,62,0,0,25,74
834486,Raúl Chasco,dbad6a40,0,11,0,0,3875,0,1479.0,53,1,0,0,0
834487,Hugo Rincón,c2dd66c8,0,12,1,0,4859,0,72066666666667.0,61,3,5,0,0
834488,Aimar Duñabeitia,a06563cb,0,5,0,1,1714,0,52633333333468.0,24,4,1,0,0
834491,Alejandro Rego,b5f16343,0,8,0,0,2773,0,2703.0,54,2,1,0,0
834492,Iker Varela,38eb31e3,0,5,0,0,1823,0,199.25,39,8,5,0,0
834728,Víctor Esquerdo,7c30af65,0,0,0,0,48,0,0.0,3,0,0,0,0
834736,Aleix Gorjón,36807130,1,11,0,0,5655,0,3561.0,82,2,0,0,0
834737,Adri Miranda,88f59d68,1,10,1,0,5364,0,1400.0,63,2,0,0,0
834742,Mateo Joseph,d264bae6,0,4,0,0,3746,1,1807.3,81,27,6,0,0
834744,Antoniu Roca,e10d0f2c,0,11,0,1,3598,0,1317.5,73,3,2,0,0
834752,Unai Gómez,f593edd5,0,6,0,0,3807,0,1642.5,70,4,2,0,0
834753,Ibai Asenjo,e7c9b927,0,0,0,0,12,0,0.0,2,0,0,0,0
834754,Ibai Sanz,339abbd2,0,9,0,0,3763,3,249919.0,78,12,0,0,0
834755,Luis Bilbao,704c6e7b,0,12,0,0,3261,1,34933333334194.5,65,5,6,0,0
834756,Julen Lartitegi,5de4d58f,0,0,0,0,353,0,0.0,6,0,0,0,0
834764,Javi Guerra,dd282265,0,8,0,1,5824,0,3392.5,87,6,3,0,0
834766,Dani Torices,e991d29a,0,4,0,0,1038,0,792.0,31,1,2,0,0
834767,Loren Sánchez,205a9e3d,0,0,0,0,1196,0,582.0,33,3,0,0,0
834930,Alessandro Groaz,4c7f358d,0,2,0,1,1618,0,0.0,19,0,0,7,16
835775,Ayumu Yokoyama,1bff02ec,0,3,0,0,4884,1,652.0,97,18,8,0,0
836530,Saverio Staropoli,077ca3b1,0,4,0,0,987,0,819.0,24,1,0,0,0
836867,Amin Fatnassi,406f7d52,0,0,0,0,968,0,0.0,23,0,0,0,0
837050,Rob Apter,add25cee,0,7,0,0,6179,0,21583333334763.5,89,20,7,0,0
837235,Sam Fishburn,63f500cd,0,0,0,0,976,0,0.0,25,0,0,0,0
837890,Federico Ficini,430658a2,2,26,0,2,8769,0,5175.0,106,2,2,0,0
838473,Tim Caroutas,cb929e4c,0,1,0,0,772,0,772.0,27,1,1,0,0
838562,Morgan Bokele,16e7064d,0,7,0,0,5453,2,64190476317599.5,82,21,0,0,0
838751,Iker Venteo,b1af4f28,0,2,0,0,2033,0,0.0,24,0,0,5,31
838771,Vincenzo Raucci,54dc0e6b,0,25,0,1,9284,0,2529.0,118,1,8,0,0
838925,Álex Alcalá,39989763,0,0,0,0,1824,0,678.0,33,4,5,0,0
839421,Diego Rodríguez,66d58c5f,0,0,0,0,526,0,526.0,6,1,0,0,0
840687,Luís Semedo,9b12e831,0,5,0,0,5016,3,75142857144327.25,108,33,3,0,0
840794,Dylan Perera,5dc690a8,0,0,0,0,32,0,0.0,2,0,1,0,0
841052,Valerio Todaj,0e8c97e4,0,2,0,1,1715,0,54933333333334.0,36,6,0,0,0
841121,John Joe Patrick Finn,856b9e0e,0,7,1,1,1975,0,71.0,47,1,2,0,0
841895,Morad Rouiched,12e8fd74,0,2,0,0,4211,0,1514.0,62,1,1,0,0
842217,Christopher Olivier,bca8e10d,0,5,1,0,4869,2,37520000001573.5,66,22,5,0,0
842338,Enzo Tchato,ae7b83a8,0,5,0,0,5536,0,1293.0,80,2,4,0,0
843394,Gatlin O'Donkor,a00e6aea,0,6,0,0,3174,0,1047.9,87,14,5,0,0
843595,Max Alleyne,59aff8ec,0,5,0,0,6683,0,1845.0,83,1,3,0,0
843597,Louie Copley,0dba9046,0,2,0,0,872,0,28666666666667.0,22,3,0,0,0
844361,Ajani Burchall,a1c1ed24,0,0,0,0,31,0,0.0,1,0,0,0,0
844637,Marc Pubill,6ec465a4,0,13,0,0,6523,0,5419.0,93,5,5,0,0
845277,Dominik Biniek,a926919f,0,8,0,0,3825,4,55033333333680.0,59,13,8,0,0
845289,James McConnell,e1ed87e8,0,16,0,0,5326,1,1089.8,86,11,8,0,0
845321,Kaelan Casey,899814f1,0,12,0,0,7791,0,69066666668294.0,94,9,3,0,0
845326,Ken Aboh,ca75491c,0,11,0,0,5701,4,32757575758154.15,77,36,5,0,0
845563,Bojan Kovacevic,91919d78,0,22,1,2,10740,0,5197.5,132,7,1,0,0
845566,Mihajlo Ilić,9b2c6640,2,31,1,0,8967,0,4068.9,121,12,1,0,0
845568,Marko Milovanovic,5b6188fb,0,7,0,0,4232,2,91225490197526.6,102,37,4,0,0
845638,Damián Cáceres,bcf66f8c,0,5,0,0,841,0,364.0,20,2,0,0,0
845654,Kenan Yıldız,e2476ce3,0,11,0,0,8067,2,33221212123933.75,134,33,21,0,0
845717,Regan Clayton,d76d53e1,0,20,0,0,7456,0,73066666667535.5,105,5,9,0,0
845723,Finley Munroe,2f0c2e58,0,15,4,0,4790,3,2216.0,63,4,9,0,0
845794,Reece Hall,156d2b17,0,6,1,0,4824,0,1681.0,63,1,3,0,0
845809,Lewis Orford,e6d7a7e4,1,15,0,0,7198,1,76188888890335.25,98,19,27,0,0
845872,Milos Lukovic,a4094126,0,19,0,0,9204,15,53626007327477.85,128,49,8,0,0
846358,Kerr Smith,03fb7f2b,0,13,0,0,5141,0,180.0,73,1,0,0,0
